,0,1,2
0,Atalanta,Bologna,1 - 0
1,Sassuolo,Milan,1 - 2
2,Parma,Napoli,2 - 1
3,Lecce,Brescia,3 - 1
4,Inter,Fiorentina,0 - 0
5,Sampdoria,Genoa,1 - 2
6,Torino,Verona,1 - 1
7,Spal,Roma,1 - 6
8,Udinese,Juventus,2 - 1
9,Lazio,Cagliari,2 - 1
