,0,1,2
0,Cagliari,Milan,0 - 2
1,Lazio,Napoli,1 - 0
2,Inter,Atalanta,1 - 1
3,Udinese,Sassuolo,3 - 0
4,Fiorentina,Spal,1 - 0
5,Sampdoria,Brescia,5 - 1
6,Torino,Bologna,1 - 0
7,Verona,Genoa,2 - 1
8,Roma,Juventus,1 - 2
9,Parma,Lecce,2 - 0
