,0,1,2
0,Roma,Napoli,2 - 1
1,Bologna,Inter,1 - 2
2,Torino,Juventus,0 - 1
3,Atalanta,Cagliari,0 - 2
4,Genoa,Udinese,1 - 3
5,Verona,Brescia,2 - 1
6,Lecce,Sassuolo,2 - 2
7,Fiorentina,Parma,1 - 1
8,Milan,Lazio,1 - 2
9,Spal,Sampdoria,0 - 1
