,0,1,2
0,Lecce,Lazio,2 - 1
1,Milan,Juventus,4 - 2
2,Fiorentina,Cagliari,0 - 0
3,Genoa,Napoli,1 - 2
4,Torino,Brescia,3 - 1
5,Roma,Parma,2 - 1
6,Atalanta,Sampdoria,2 - 0
7,Bologna,Sassuolo,1 - 2
8,Spal,Udinese,0 - 3
9,Verona,Inter,2 - 2
