,0,1,2
0,Lecce,Spal,2 - 1
1,Bologna,Genoa,0 - 3
2,Atalanta,Roma,2 - 1
3,Udinese,Verona,0 - 0
4,Juventus,Brescia,2 - 0
5,Sampdoria,Fiorentina,1 - 5
6,Sassuolo,Parma,0 - 1
7,Cagliari,Napoli,0 - 1
8,Lazio,Inter,2 - 1
9,Milan,Torino,1 - 0
