,0,1,2
0,Fiorentina,Brescia,1 - 1
1,Lecce,Milan,1 - 4
2,Bologna,Juventus,0 - 2
3,Spal,Cagliari,0 - 1
4,Verona,Napoli,0 - 2
5,Genoa,Parma,1 - 4
6,Torino,Udinese,1 - 0
7,Inter,Sassuolo,3 - 3
8,Atalanta,Lazio,3 - 2
9,Roma,Sampdoria,2 - 1
