,0,1,2
0,Parma,Atalanta,1 - 2
1,Inter,Napoli,2 - 0
2,Lazio,Brescia,2 - 0
3,Sassuolo,Genoa,5 - 0
4,Udinese,Lecce,1 - 2
5,Sampdoria,Milan,1 - 4
6,Verona,Spal,3 - 0
7,Fiorentina,Bologna,4 - 0
8,Cagliari,Juventus,2 - 0
9,Torino,Roma,2 - 3
