,0,1,2
0,Lazio,Atalanta,3 - 3
1,Napoli,Verona,2 - 0
2,Juventus,Bologna,2 - 1
3,Sassuolo,Inter,3 - 4
4,Cagliari,Spal,2 - 0
5,Sampdoria,Roma,0 - 0
6,Udinese,Torino,1 - 0
7,Parma,Genoa,5 - 1
8,Milan,Lecce,2 - 2
9,Brescia,Fiorentina,0 - 0
