,0,1,2
0,Verona,Sassuolo,0 - 1
1,Lecce,Juventus,1 - 1
2,Inter,Parma,2 - 2
3,Genoa,Brescia,3 - 1
4,Bologna,Sampdoria,2 - 1
5,Atalanta,Udinese,7 - 1
6,Spal,Napoli,1 - 1
7,Torino,Cagliari,1 - 1
8,Roma,Milan,2 - 1
9,Fiorentina,Lazio,1 - 2
