,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,1.7142857142857142,1.1387288073563857,1.0714285714285714,1.3280573269766118
Frosinone,0.0,0.0,0.0,0.0,1.4285714285714286,1.1578684470436789,1.7142857142857142,1.0690449676496976
Lecce,0.0,0.0,0.0,0.0,1.1428571428571428,0.7703288865196432,1.3571428571428572,1.0082080720186268
Monza,0.0,0.0,0.0,0.0,1.0714285714285714,0.9972489631508747,1.0,0.8770580193070292
Fiorentina,0.0,0.0,0.0,0.0,1.6428571428571428,1.4468609447374665,1.2142857142857142,1.05090228108783
Lazio,0.0,0.0,0.0,0.0,1.0714285714285714,0.9168747682531899,1.0714285714285714,0.9972489631508746
Salernitana,0.0,0.0,0.0,0.0,0.7142857142857143,0.9138735334633754,2.0,0.9607689228305228
Genoa,0.0,0.0,0.0,0.0,1.0714285714285714,1.0716117059605352,1.3571428571428572,1.0818177620697813
Verona,0.0,0.0,0.0,0.0,0.8571428571428571,0.9492622930986466,1.5,1.1602387022306428
Juventus,0.0,0.0,0.0,0.0,1.5714285714285714,0.8516306272526403,0.6428571428571429,1.0818177620697815
Udinese,0.0,0.0,0.0,0.0,0.8571428571428571,0.8644378215075663,1.5,1.3445044840729643
Atalanta,0.0,0.0,0.0,0.0,1.5,0.9405399431259602,1.1428571428571428,1.292412345317728
Inter,0.0,0.0,0.0,0.0,2.357142857142857,1.27744594087896,0.5,0.7595545253127499
Torino,0.0,0.0,0.0,0.0,0.9285714285714286,1.071611705960535,1.1428571428571428,1.292412345317728
Cagliari,0.0,0.0,0.0,0.0,0.9285714285714286,1.1411388181101376,1.8571428571428572,1.167320591199077
Bologna,0.0,0.0,0.0,0.0,1.1428571428571428,0.9492622930986468,0.7857142857142857,0.8017837257372732
Roma,0.0,0.0,0.0,0.0,1.9285714285714286,1.8171950369175571,1.1428571428571428,1.0994504121565505
Empoli,0.0,0.0,0.0,0.0,0.6428571428571429,0.9287827316640651,1.8571428571428572,1.9555500055421298
Napoli,0.0,0.0,0.0,0.0,1.8571428571428572,1.3506205330054124,1.2142857142857142,1.05090228108783
Sassuolo,0.0,0.0,0.0,0.0,1.5,1.4005493427717788,1.8571428571428572,0.8644378215075665
