,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0,1.0690449676496976,1.0,1.6903085094570331
Frosinone,1.375,1.3024701806293193,1.375,0.9161253813129043
Lecce,1.125,0.8345229603962802,1.25,1.2817398889233114
Monza,1.0,1.0690449676496976,0.875,1.1259916264596033
Fiorentina,2.25,1.2817398889233114,1.375,1.3024701806293193
Lazio,1.25,1.0350983390135313,1.5,0.9258200997725514
Salernitana,0.5,0.7559289460184544,2.125,1.1259916264596033
Genoa,1.25,1.3887301496588271,1.5,1.1952286093343936
Verona,0.625,0.7440238091428449,1.0,1.0690449676496976
Juventus,1.75,1.0350983390135313,0.75,1.3887301496588271
Udinese,0.5,0.7559289460184544,1.5,1.5118578920369088
Atalanta,1.625,0.9161253813129043,1.0,1.4142135623730951
Inter,2.625,1.5059406173077154,0.625,0.9161253813129043
Torino,0.75,1.0350983390135313,1.125,1.4577379737113252
Cagliari,0.375,0.5175491695067657,2.0,1.4142135623730951
Bologna,1.0,1.1952286093343936,0.75,0.8864052604279183
Roma,2.375,2.1339098923270936,1.5,1.3093073414159542
Empoli,0.125,0.3535533905932738,2.0,2.2677868380553634
Napoli,2.125,1.4577379737113252,1.125,1.1259916264596033
Sassuolo,1.5,1.5118578920369088,1.75,1.0350983390135313
