,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.8,1.1352924243950933,1.1,1.5238839267549948
Frosinone,1.5,1.2692955176439846,1.7,1.1595018087284057
Lecce,1.0,0.816496580927726,1.2,1.1352924243950933
Monza,0.9,0.9944289260117533,0.9,0.9944289260117533
Fiorentina,1.8,1.4757295747452437,1.4,1.1737877907772674
Lazio,1.3,0.9486832980505138,1.2,1.0327955589886444
Salernitana,0.6,0.8432740427115678,2.0,1.0540925533894598
Genoa,1.1,1.286683937707919,1.4,1.1737877907772671
Verona,0.6,0.699205898780101,1.2,1.1352924243950933
Juventus,1.6,0.9660917830792959,0.6,1.2649110640673515
Udinese,0.6,0.6992058987801011,1.4,1.349897115421106
Atalanta,1.8,0.9189365834726815,0.8,1.3165611772087669
Inter,2.5,1.4337208778404378,0.5,0.8498365855987975
Torino,0.7,0.9486832980505138,1.2,1.4757295747452437
Cagliari,0.9,1.286683937707919,2.1,1.286683937707919
Bologna,1.1,1.1005049346146119,0.8,0.7888106377466155
Roma,2.0,2.0548046676563256,1.3,1.2516655570345725
Empoli,0.3,0.6749485577105528,1.9,2.131770260709264
Napoli,2.2,1.3165611772087666,1.2,1.0327955589886444
Sassuolo,1.3,1.4181364924121764,1.7,0.9486832980505138
