,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.0,1.224744871391589,1.4,2.073644135332772
Frosinone,0.0,0.0,0.0,0.0,1.6,1.51657508881031,1.4,1.140175425099138
Lecce,0.0,0.0,0.0,0.0,1.6,0.5477225575051661,0.8,0.8366600265340756
Monza,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.4,1.140175425099138
Fiorentina,0.0,0.0,0.0,0.0,2.2,1.4832396974191329,1.8,1.4832396974191326
Lazio,0.0,0.0,0.0,0.0,1.0,0.7071067811865476,1.6,0.8944271909999159
Salernitana,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.8,0.8366600265340756
Genoa,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.6,1.51657508881031
Verona,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.0,1.224744871391589
Juventus,0.0,0.0,0.0,0.0,2.2,0.8366600265340756,1.2,1.6431676725154982
Udinese,0.0,0.0,0.0,0.0,0.2,0.44721359549995804,1.2,1.3038404810405297
Atalanta,0.0,0.0,0.0,0.0,2.0,0.7071067811865476,1.0,1.4142135623730951
Inter,0.0,0.0,0.0,0.0,2.8,1.6431676725154984,0.2,0.447213595499958
Torino,0.0,0.0,0.0,0.0,1.2,1.0954451150103321,1.0,1.7320508075688772
Cagliari,0.0,0.0,0.0,0.0,0.2,0.44721359549995804,1.2,1.0954451150103324
Bologna,0.0,0.0,0.0,0.0,0.6,0.8944271909999157,0.8,0.8366600265340756
Roma,0.0,0.0,0.0,0.0,2.4,2.6076809620810595,1.4,0.8944271909999159
Empoli,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.5099800796022267
Napoli,0.0,0.0,0.0,0.0,1.6,1.140175425099138,1.0,1.0
Sassuolo,0.0,0.0,0.0,0.0,1.8,1.7888543819998317,2.2,1.0954451150103321
