,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.96875,0.9994958406536122,1.15625,1.272776365831545
Frosinone,1.25,1.016001016001524,1.96875,1.307160799151623
Lecce,0.84375,0.8466013648510979,1.5,1.1359236684941296
Monza,1.0625,1.1341473989656923,1.28125,1.3966405545843488
Fiorentina,1.34375,1.334634781503914,1.125,0.9418581497197699
Lazio,1.28125,1.084624953761705,1.09375,0.9283830897266078
Salernitana,0.8125,0.7803018439949604,2.125,1.128801819801464
Genoa,1.09375,0.8929608234732722,1.21875,1.0390558679754394
Verona,0.9375,0.8007053342260588,1.375,1.0080322575483707
Juventus,1.40625,0.9791166196315481,0.75,0.915810939779251
Udinese,0.96875,0.8607714094664383,1.5,1.1639753904947558
Atalanta,1.78125,1.2885194053891917,1.125,1.157026221578126
Inter,2.40625,1.291644987677941,0.53125,0.7177192819911804
Torino,0.96875,0.9994958406536122,0.90625,1.1460837947184006
Cagliari,1.0625,1.0453429750487975,1.6875,1.0906494070196242
Bologna,1.40625,1.1319231422671772,0.78125,0.8700899100741849
Roma,1.78125,1.4969727517075382,1.125,1.0998533626601497
Empoli,0.78125,1.0993949949125246,1.5,1.4368424162141993
Napoli,1.5625,1.50134348437142,1.25,0.915810939779251
Sassuolo,1.21875,1.156590512196614,1.9375,1.2427207404359506
