,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.25,1.2583057392117916,1.75,2.217355782608345
Frosinone,1.75,1.707825127659933,1.5,1.2909944487358056
Lecce,1.75,0.5,1.0,0.816496580927726
Monza,0.75,0.9574271077563381,1.5,1.2909944487358056
Fiorentina,2.25,1.707825127659933,2.25,1.2583057392117916
Lazio,1.0,0.816496580927726,1.75,0.9574271077563381
Salernitana,0.75,0.9574271077563381,2.0,0.816496580927726
Genoa,1.0,0.816496580927726,1.75,1.707825127659933
Verona,1.0,0.816496580927726,1.0,1.4142135623730951
Juventus,2.25,0.9574271077563381,0.5,0.5773502691896257
Udinese,0.25,0.5,1.0,1.4142135623730951
Atalanta,2.0,0.816496580927726,1.25,1.5
Inter,3.25,1.5,0.25,0.5
Torino,1.25,1.2583057392117916,1.0,2.0
Cagliari,0.25,0.5,1.0,1.1547005383792515
Bologna,0.75,0.9574271077563381,1.0,0.816496580927726
Roma,2.75,2.8722813232690143,1.5,1.0
Empoli,0.0,0.0,3.0,2.70801280154532
Napoli,2.0,0.816496580927726,1.25,0.9574271077563381
Sassuolo,1.25,1.5,2.25,1.2583057392117916
