,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.142857142857143,1.0690449676496974,1.1428571428571428,1.772810520855837
Frosinone,0.0,0.0,0.0,0.0,1.2857142857142858,1.3801311186847085,1.4285714285714286,0.9759000729485333
Lecce,0.0,0.0,0.0,0.0,1.1428571428571428,0.8997354108424372,1.2857142857142858,1.3801311186847085
Monza,0.0,0.0,0.0,0.0,0.7142857142857143,0.7559289460184544,1.0,1.1547005383792515
Fiorentina,0.0,0.0,0.0,0.0,2.142857142857143,1.3451854182690985,1.4285714285714286,1.3972762620115438
Lazio,0.0,0.0,0.0,0.0,1.0,0.816496580927726,1.4285714285714286,0.9759000729485333
Salernitana,0.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694431,2.0,1.1547005383792515
Genoa,0.0,0.0,0.0,0.0,1.4285714285714286,1.3972762620115435,1.5714285714285714,1.2724180205607039
Verona,0.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694431,0.8571428571428571,1.0690449676496974
Juventus,0.0,0.0,0.0,0.0,1.7142857142857142,1.1126972805283737,0.8571428571428571,1.4638501094227998
Udinese,0.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,1.7142857142857142,1.4960264830861911
Atalanta,0.0,0.0,0.0,0.0,1.5714285714285714,0.9759000729485331,0.7142857142857143,1.2535663410560174
Inter,0.0,0.0,0.0,0.0,2.7142857142857144,1.6035674514745464,0.42857142857142855,0.7867957924694431
Torino,0.0,0.0,0.0,0.0,0.8571428571428571,1.0690449676496976,1.0,1.5275252316519468
Cagliari,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.7142857142857142,1.2535663410560174
Bologna,0.0,0.0,0.0,0.0,0.8571428571428571,1.2149857925879117,0.5714285714285714,0.7867957924694431
Roma,0.0,0.0,0.0,0.0,2.142857142857143,2.1930626551751344,1.5714285714285714,1.3972762620115438
Empoli,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,2.2857142857142856,2.2886885410853175
Napoli,0.0,0.0,0.0,0.0,2.2857142857142856,1.4960264830861911,0.8571428571428571,0.8997354108424372
Sassuolo,0.0,0.0,0.0,0.0,1.5714285714285714,1.618347187425374,1.8571428571428572,1.0690449676496976
