Partita,0,1,2,3,4
Napoli-Torino,0.771034876364743,0.1635473604640284,0.04374930666622943,0.012782676706451267,0.008885779798547822
Cagliari-Salernitana,0.4477542331802041,0.32094221192484507,0.17532066916787817,0.04883602215863343,0.007146863568439103
Sassuolo-Frosinone,0.5580303171077133,0.21084805204952628,0.09276507249551597,0.1053618501899208,0.03299470815732357
Bologna-Inter,0.7747004834134252,0.14983205813205824,0.06063135667319481,0.00913567351571489,0.0057004282656067185
Genoa-Monza,0.6340785083910635,0.20214072614229175,0.11019133486041197,0.025871535427798065,0.027717895178434655
Lecce-Verona,0.4793152477602203,0.3680386605446968,0.11507311394045298,0.02691380293953004,0.010659174815099998
Milan-Empoli,0.5901689989574403,0.12353854388164028,0.15999082643753038,0.11276931042708944,0.013532320296299583
Juventus-Atalanta,0.5627765132626469,0.219612720358392,0.18030776036628818,0.020560552197758927,0.016742453814914026
Fiorentina-Roma,0.6245336409501256,0.09143452585798094,0.21593772422492133,0.044490691144268346,0.023603417822703743
Lazio-Udinese,0.37382895175878156,0.31632093640613757,0.24215991172676593,0.056328457758533686,0.011361742349781188
