,squadra,esito
0,Sassuolo,vittoria
1,Crotone,vittoria
2,Torino,sconfitta
3,Lazio,sconfitta
4,Cagliari,sconfitta
5,Atalanta,vittoria
6,Bologna,sconfitta
7,Napoli,vittoria
8,Genoa,sconfitta
9,Milan,pareggio
10,Benevento,sconfitta
11,Spezia,sconfitta
12,Udinese,vittoria
13,Verona,vittoria
14,Inter,vittoria
15,Fiorentina,sconfitta
16,Roma,vittoria
17,Sampdoria,sconfitta
18,Juventus,vittoria
19,Parma,pareggio
