,squadra,esito
0,Parma,sconfitta
1,Crotone,sconfitta
2,Spezia,vittoria
3,Verona,sconfitta
4,Juventus,sconfitta
5,Udinese,sconfitta
6,Sampdoria,vittoria
7,Fiorentina,sconfitta
8,Roma,sconfitta
9,Inter,vittoria
10,Genoa,vittoria
11,Bologna,vittoria
12,Cagliari,sconfitta
13,Atalanta,vittoria
14,Benevento,vittoria
15,Lazio,vittoria
16,Torino,sconfitta
17,Milan,vittoria
18,Napoli,vittoria
19,Sassuolo,sconfitta
