,squadra,esito
0,Lazio,vittoria
1,Bologna,vittoria
2,Torino,pareggio
3,Sampdoria,vittoria
4,Napoli,vittoria
5,Crotone,vittoria
6,Sassuolo,pareggio
7,Atalanta,pareggio
8,Inter,vittoria
9,Cagliari,sconfitta
10,Roma,sconfitta
11,Verona,sconfitta
12,Spezia,pareggio
13,Udinese,sconfitta
14,Fiorentina,sconfitta
15,Benevento,sconfitta
16,Parma,pareggio
17,Genoa,pareggio
18,Juventus,sconfitta
19,Milan,vittoria
