,squadra,esito
0,Torino,sconfitta
1,Cagliari,sconfitta
2,Sampdoria,sconfitta
3,Inter,vittoria
4,Spezia,sconfitta
5,Verona,vittoria
6,Crotone,sconfitta
7,Napoli,vittoria
8,Roma,pareggio
9,Bologna,vittoria
10,Atalanta,vittoria
11,Lazio,vittoria
12,Benevento,vittoria
13,Fiorentina,sconfitta
14,Sassuolo,vittoria
15,Udinese,sconfitta
16,Milan,vittoria
17,Genoa,sconfitta
18,Juventus,pareggio
19,Parma,sconfitta
