,squadra,esito
0,Fiorentina,sconfitta
1,Sassuolo,sconfitta
2,Atalanta,pareggio
3,Juventus,vittoria
4,Genoa,vittoria
5,Benevento,pareggio
6,Milan,vittoria
7,Udinese,vittoria
8,Parma,sconfitta
9,Lazio,vittoria
10,Inter,vittoria
11,Spezia,vittoria
12,Torino,pareggio
13,Roma,sconfitta
14,Napoli,sconfitta
15,Sampdoria,pareggio
16,Crotone,sconfitta
17,Verona,sconfitta
18,Bologna,vittoria
19,Cagliari,sconfitta
