,squadra,esito
0,Fiorentina,vittoria
1,Cagliari,sconfitta
2,Lazio,vittoria
3,Genoa,pareggio
4,Sassuolo,pareggio
5,Parma,pareggio
6,Milan,sconfitta
7,Atalanta,vittoria
8,Benevento,pareggio
9,Juventus,vittoria
10,Spezia,sconfitta
11,Torino,vittoria
12,Sampdoria,sconfitta
13,Verona,pareggio
14,Bologna,pareggio
15,Udinese,pareggio
16,Inter,vittoria
17,Napoli,sconfitta
18,Roma,pareggio
19,Crotone,sconfitta
