,squadra,esito
0,Torino,pareggio
1,Bologna,sconfitta
2,Sampdoria,sconfitta
3,Inter,vittoria
4,Spezia,sconfitta
5,Crotone,sconfitta
6,Atalanta,sconfitta
7,Cagliari,pareggio
8,Napoli,vittoria
9,Roma,vittoria
10,Fiorentina,pareggio
11,Milan,vittoria
12,Juventus,vittoria
13,Benevento,sconfitta
14,Udinese,vittoria
15,Genoa,vittoria
16,Lazio,vittoria
17,Sassuolo,pareggio
18,Parma,sconfitta
19,Verona,sconfitta
