,squadra,esito
0,Fiorentina,sconfitta
1,Sassuolo,vittoria
2,Udinese,sconfitta
3,Atalanta,vittoria
4,Benevento,vittoria
5,Lazio,pareggio
6,Parma,vittoria
7,Milan,vittoria
8,Genoa,sconfitta
9,Juventus,vittoria
10,Sampdoria,vittoria
11,Crotone,sconfitta
12,Roma,vittoria
13,Cagliari,sconfitta
14,Bologna,sconfitta
15,Inter,pareggio
16,Verona,sconfitta
17,Spezia,sconfitta
18,Torino,vittoria
19,Napoli,sconfitta
