,squadra,esito
0,Cagliari,sconfitta
1,Atalanta,vittoria
2,Bologna,pareggio
3,Crotone,sconfitta
4,Lazio,vittoria
5,Sampdoria,vittoria
6,Sassuolo,vittoria
7,Torino,pareggio
8,Napoli,sconfitta
9,Milan,sconfitta
10,Benevento,vittoria
11,Parma,sconfitta
12,Udinese,pareggio
13,Roma,vittoria
14,Fiorentina,sconfitta
15,Inter,sconfitta
16,Genoa,sconfitta
17,Verona,pareggio
18,Spezia,vittoria
19,Juventus,vittoria
