,squadra,esito
0,Sassuolo,sconfitta
1,Benevento,pareggio
2,Atalanta,sconfitta
3,Lazio,sconfitta
4,Bologna,vittoria
5,Milan,vittoria
6,Cagliari,pareggio
7,Napoli,vittoria
8,Torino,pareggio
9,Genoa,sconfitta
10,Inter,vittoria
11,Juventus,pareggio
12,Verona,vittoria
13,Udinese,vittoria
14,Crotone,sconfitta
15,Fiorentina,sconfitta
16,Spezia,pareggio
17,Roma,sconfitta
18,Sampdoria,pareggio
19,Parma,vittoria
