,squadra,esito
0,Verona,pareggio
1,Crotone,sconfitta
2,Milan,vittoria
3,Lazio,vittoria
4,Sassuolo,pareggio
5,Napoli,pareggio
6,Bologna,pareggio
7,Udinese,sconfitta
8,Sampdoria,vittoria
9,Torino,vittoria
10,Spezia,pareggio
11,Inter,vittoria
12,Benevento,sconfitta
13,Genoa,sconfitta
14,Atalanta,pareggio
15,Cagliari,pareggio
16,Fiorentina,pareggio
17,Juventus,vittoria
18,Roma,sconfitta
19,Parma,sconfitta
