,squadra,esito
0,Udinese,pareggio
1,Benevento,pareggio
2,Juventus,pareggio
3,Fiorentina,pareggio
4,Genoa,pareggio
5,Inter,vittoria
6,Parma,pareggio
7,Spezia,pareggio
8,Verona,sconfitta
9,Roma,vittoria
10,Crotone,pareggio
11,Lazio,pareggio
12,Atalanta,pareggio
13,Sassuolo,pareggio
14,Milan,pareggio
15,Napoli,sconfitta
16,Cagliari,pareggio
17,Bologna,pareggio
18,Sampdoria,vittoria
19,Torino,sconfitta
