,squadra,esito
0,Crotone,vittoria
1,Juventus,sconfitta
2,Verona,sconfitta
3,Bologna,pareggio
4,Milan,vittoria
5,Napoli,pareggio
6,Roma,vittoria
7,Sampdoria,sconfitta
8,Spezia,sconfitta
9,Udinese,sconfitta
10,Parma,sconfitta
11,Fiorentina,vittoria
12,Inter,vittoria
13,Atalanta,pareggio
14,Lazio,sconfitta
15,Torino,pareggio
16,Cagliari,sconfitta
17,Sassuolo,vittoria
18,Genoa,vittoria
19,Benevento,vittoria
