,squadra,esito
0,Genoa,vittoria
1,Parma,sconfitta
2,Sassuolo,vittoria
3,Benevento,sconfitta
4,Fiorentina,pareggio
5,Inter,vittoria
6,Cagliari,vittoria
7,Atalanta,vittoria
8,Torino,sconfitta
9,Lazio,vittoria
10,Spezia,sconfitta
11,Crotone,vittoria
12,Sampdoria,sconfitta
13,Udinese,vittoria
14,Juventus,pareggio
15,Verona,sconfitta
16,Roma,sconfitta
17,Bologna,sconfitta
18,Napoli,vittoria
19,Milan,sconfitta
