,squadra,esito
0,Fiorentina,vittoria
1,Verona,vittoria
2,Parma,sconfitta
3,Genoa,vittoria
4,Sassuolo,pareggio
5,Juventus,vittoria
6,Milan,vittoria
7,Benevento,sconfitta
8,Udinese,sconfitta
9,Lazio,sconfitta
10,Torino,sconfitta
11,Roma,sconfitta
12,Napoli,vittoria
13,Crotone,sconfitta
14,Cagliari,pareggio
15,Sampdoria,sconfitta
16,Bologna,sconfitta
17,Inter,vittoria
18,Spezia,vittoria
19,Atalanta,vittoria
