,squadra,esito
0,Lazio,vittoria
1,Atalanta,vittoria
2,Sassuolo,vittoria
3,Benevento,sconfitta
4,Genoa,pareggio
5,Bologna,vittoria
6,Torino,sconfitta
7,Parma,vittoria
8,Cagliari,sconfitta
9,Milan,sconfitta
10,Crotone,sconfitta
11,Spezia,sconfitta
12,Verona,sconfitta
13,Fiorentina,vittoria
14,Udinese,pareggio
15,Sampdoria,sconfitta
16,Inter,vittoria
17,Roma,sconfitta
18,Juventus,vittoria
19,Napoli,vittoria
