,squadra,esito
0,Bologna,pareggio
1,Torino,pareggio
2,Napoli,vittoria
3,Spezia,vittoria
4,Roma,vittoria
5,Cagliari,sconfitta
6,Sampdoria,vittoria
7,Crotone,sconfitta
8,Inter,vittoria
9,Verona,vittoria
10,Benevento,pareggio
11,Genoa,pareggio
12,Juventus,sconfitta
13,Milan,sconfitta
14,Udinese,sconfitta
15,Atalanta,vittoria
16,Fiorentina,sconfitta
17,Sassuolo,vittoria
18,Lazio,sconfitta
19,Parma,sconfitta
