Partita,0,1,2,3,4
Fiorentina-Napoli,0.3874994695372245,0.31863012704810617,0.2197547786781558,0.03875190384605206,0.03536372089046148
Lecce-Atalanta,0.33413356770823494,0.2686888599212244,0.23291204693479117,0.1421500968452067,0.022115428590542822
Torino-Milan,0.5150915686685509,0.17709432737855324,0.19961844803255904,0.09868579703738098,0.009509858882955973
Sassuolo-Cagliari,0.4326281498066193,0.2578413422778168,0.1731802446155563,0.12605823559891643,0.010292027701091229
Monza-Frosinone,0.6233755680432465,0.2126011421943114,0.12300069279921474,0.03490430024366645,0.006118296719560851
Udinese-Empoli,0.6191924891398277,0.2520429384188207,0.07834976118629142,0.04315253939965335,0.007262271855406818
Inter-Lazio,0.6593461649283509,0.22168307923398134,0.08702948368439703,0.028118159084934882,0.00382311306833602
Roma-Genoa,0.389763106495435,0.32474998067472427,0.2205111790644465,0.05698358491116841,0.007992148854225773
Salernitana-Verona,0.29133569839301826,0.3675022725381975,0.2654496117925082,0.05736252004933433,0.01834989722694174
Bologna-Juventus,0.44045527685537633,0.37341872450770636,0.15902481913597744,0.02132922022608205,0.005771959274857735
