Partita,0,1,2,3,4
Bologna-Lazio,0.39841183699033356,0.34777089503210645,0.20170152772552774,0.044415886335158576,0.007699853916873522
Salernitana-Napoli,0.09000414390503687,0.18141206259430906,0.40728866194100694,0.21992805184497866,0.1013670797146684
Atalanta-Inter,0.08600097017605207,0.10692673503147654,0.2837697847540269,0.1258093482758569,0.39749316176258753
Milan-Udinese,0.64659807393733,0.2572810930601652,0.0709823946238127,0.017272807775209068,0.007865630603482795
Verona-Monza,0.4044528152930952,0.2867754256024495,0.1634461696627138,0.13458285311342888,0.010742736328312668
Cagliari-Genoa,0.22362917863310683,0.3700006124881018,0.19535324065211587,0.15606770998405875,0.05494925824261659
Roma-Lecce,0.36534144046092504,0.3304827923701783,0.19175765142284987,0.09608771126677594,0.01633040447927098
Fiorentina-Juventus,0.14395619280484434,0.5073542608668319,0.27941980125478627,0.03683201984875315,0.03243772522478424
Frosinone-Empoli,0.2576262333029349,0.5499851263838492,0.16694516238582432,0.021143436641877903,0.004300041285513635
Torino-Sassuolo,0.601182249490855,0.16039876466816266,0.13026511651794925,0.05416115752338109,0.05399271179965185
