Partita,0,1,2,3,4
Bologna-Lazio,0.31133258839520117,0.38210626259674335,0.2443765918293596,0.045193648649592216,0.016990908529103628
Salernitana-Napoli,0.4270396682153528,0.4994286893599376,0.060031386118499085,0.007307353726780636,0.006192902579429858
Atalanta-Inter,0.45206441636989725,0.22066621790147842,0.2905470620869726,0.021106837717257784,0.015615465924394252
Milan-Udinese,0.3426683572256153,0.3304321871559065,0.12289789415562527,0.17622792765054218,0.027773633812310662
Verona-Monza,0.2725933391783489,0.6704227937567937,0.048068786779423285,0.006719540026499807,0.0021955402589343507
Cagliari-Genoa,0.4385298307859092,0.2327101094777043,0.27320236717650914,0.028057769370677988,0.027499923189199284
Roma-Lecce,0.13009210819409728,0.5465227704740083,0.24848468794506573,0.062139425608582786,0.012761007778245851
Fiorentina-Juventus,0.37814410044294217,0.25912391473662255,0.06467777205044949,0.10049275428464143,0.19756145848534432
Frosinone-Empoli,0.2098453215321047,0.1415015240301552,0.16954022360740853,0.1072056506919834,0.3719072801383482
Torino-Sassuolo,0.2823619308381944,0.37628758454236105,0.24967415197017107,0.08463292349608341,0.0070434091531900766
