Partita,0,1,2,3,4
Lecce-Fiorentina,0.224941229672158,0.49190434742816647,0.2202210956457429,0.04451470747486275,0.01841861977906989
Empoli-Genoa,0.3534434432958241,0.2537195597463697,0.23454756467771212,0.1393052816355497,0.018984150644544298
Udinese-Monza,0.32875558655258846,0.34456452106701274,0.20339833690215284,0.11085222445665978,0.012429331021586046
Frosinone-Milan,0.0670572181982196,0.1844976956351652,0.267378234380612,0.47082748008536435,0.01023937170063897
Bologna-Sassuolo,0.4818041696245725,0.3666631064179877,0.10936852692558863,0.03223777793025763,0.00992641910159367
Torino-Salernitana,0.6503134946898765,0.26033900404958216,0.07132309661325083,0.013560277767027182,0.004464126880263355
Napoli-Verona,0.18741457933194028,0.5640569612427652,0.2139518251792993,0.027256092865107395,0.007320541380887827
Atalanta-Lazio,0.2913639048064986,0.46375014970579403,0.20446244890532872,0.027185045962277794,0.013238450620100825
Inter-Juventus,0.26076281205512913,0.3866838130966999,0.29338745139115435,0.04706636724666686,0.012099556210349725
Roma-Cagliari,0.3380954649345761,0.45369177035699226,0.16067587792689278,0.04060471091804977,0.006932175863489198
