Partita,0,1,2,3,4
Frosinone-Salernitana,0.34781174295340617,0.27722628325224635,0.24479784622358605,0.11744164270286903,0.012722484867892386
Lecce-Monza,0.5082511347292026,0.347249696137266,0.11168886065390483,0.02858335623186693,0.004226952247759618
Juventus-Milan,0.6020135915444502,0.13964085723941916,0.17142250408522597,0.07964477926728816,0.00727826786361645
Lazio-Verona,0.640151649732657,0.18789582441765718,0.09612314653504667,0.0705064729937346,0.005322906320904472
Inter-Torino,0.46955316043655665,0.2005730250973289,0.15268057027144968,0.12178083459751542,0.0554124095971493
Bologna-Udinese,0.4175737946830913,0.29714395054295917,0.17458300789098924,0.08183656943833698,0.02886267744462333
Atalanta-Empoli,0.6102050414539838,0.1780634885642658,0.11146417523668377,0.041716298229378154,0.05855099651568838
Napoli-Roma,0.568225173346706,0.17671292856548568,0.18198816207328358,0.04113755786957829,0.03193617814494635
Fiorentina-Sassuolo,0.20888029662387592,0.29722207295772457,0.25794142115099444,0.13574924684295522,0.10020696242444997
Genoa-Cagliari,0.4095618961500078,0.2952021238150851,0.2514341898373092,0.02926063429083391,0.014541155906764141
