Partita,0,1,2,3,4
Frosinone-Salernitana,0.3432146423002795,0.38738591104244946,0.2206083149036958,0.03067932523768557,0.01811180651588952
Lecce-Monza,0.40606481608722317,0.31691902057295546,0.18209147650032456,0.07549124710717665,0.019433439732320156
Juventus-Milan,0.4011472178158054,0.22398469717115702,0.30347415140598494,0.06354607409984159,0.007847859507211008
Lazio-Verona,0.35397340268406063,0.4800754247882739,0.14044234654211354,0.01923600304129812,0.006272822944253892
Inter-Torino,0.7055727684998052,0.21525706165097466,0.05814431088300263,0.017309057668472287,0.0037168012977451567
Bologna-Udinese,0.6039981188020669,0.3142813140573203,0.06513821187492633,0.012317903561400004,0.004264451704286546
Atalanta-Empoli,0.733495755704625,0.1697848065817211,0.06105712936360227,0.03015127978434425,0.005511028565707391
Napoli-Roma,0.2780649140356374,0.3396012174498888,0.28181403094372937,0.07808657498257765,0.022433262588166903
Fiorentina-Sassuolo,0.5123317368469079,0.2688986783984715,0.17949263203382068,0.03046307882370067,0.008813873897099422
Genoa-Cagliari,0.40813621017220447,0.36978061210624674,0.15942559071789766,0.05376827854811606,0.00888930845553514
