,0,1,2
0,Empoli,Genoa,2 - 2
1,Spezia,Torino,1 - 0
2,Juventus,Fiorentina,1 - 0
3,Cagliari,Atalanta,1 - 2
4,Venezia,Roma,3 - 2
5,Sampdoria,Bologna,1 - 2
6,Udinese,Sassuolo,3 - 2
7,Lazio,Salernitana,3 - 0
8,Napoli,Verona,1 - 1
9,Milan,Inter,1 - 1
