,0,1,2
0,Spezia,Inter,1 - 3
1,Milan,Genoa,2 - 0
2,Cagliari,Sassuolo,1 - 0
3,Sampdoria,Salernitana,1 - 2
4,Udinese,Empoli,4 - 1
5,Fiorentina,Venezia,1 - 0
6,Juventus,Bologna,1 - 1
7,Lazio,Torino,1 - 1
8,Napoli,Roma,1 - 1
9,Atalanta,Verona,1 - 2
