,0,1,2
0,Sassuolo,Spezia,4 - 1
1,Genoa,Torino,1 - 0
2,Napoli,Udinese,2 - 1
3,Inter,Fiorentina,1 - 1
4,Cagliari,Milan,0 - 1
5,Venezia,Sampdoria,0 - 2
6,Empoli,Verona,1 - 1
7,Juventus,Salernitana,2 - 0
8,Roma,Lazio,3 - 0
9,Bologna,Atalanta,0 - 1
