,0,1,2
0,Juventus,Torino,1 - 1
1,Sampdoria,Empoli,2 - 0
2,Roma,Verona,2 - 2
3,Salernitana,Milan,2 - 2
4,Fiorentina,Atalanta,1 - 0
5,Venezia,Genoa,1 - 1
6,Inter,Sassuolo,0 - 2
7,Udinese,Lazio,1 - 1
8,Cagliari,Napoli,1 - 1
9,Bologna,Spezia,2 - 1
