,0,1,2
0,Sampdoria,Cagliari,1 - 2
1,Lazio,Empoli,3 - 3
2,Spezia,Verona,1 - 2
3,Sassuolo,Genoa,1 - 1
4,Milan,Roma,3 - 1
5,Juventus,Napoli,1 - 1
6,Fiorentina,Udinese,0 - 4
7,Atalanta,Torino,4 - 4
8,Bologna,Inter,2 - 1
9,Salernitana,Venezia,2 - 1
