,0,1,2
0,Atalanta,Lazio,2 - 2
1,Verona,Juventus,2 - 1
2,Torino,Sampdoria,3 - 0
3,Inter,Udinese,2 - 0
4,Fiorentina,Spezia,3 - 0
5,Genoa,Venezia,0 - 0
6,Sassuolo,Empoli,1 - 2
7,Salernitana,Napoli,0 - 1
8,Roma,Milan,1 - 2
9,Bologna,Cagliari,2 - 0
