,Squadra,Risultato
0,Milan,N
1,Genoa,N
2,Salernitana,N
3,Empoli,P
4,Sassuolo,V
5,Torino,P
6,Verona,V
7,Spezia,P
8,Lazio,P
9,Atalanta,V
10,Udinese,N
11,Inter,N
12,Bologna,N
13,Juventus,V
14,Fiorentina,P
15,Cagliari,V
16,Venezia,P
17,Roma,V
18,Napoli,V
19,Sampdoria,P
