,Squadra,Risultato
0,Milan,V
1,Roma,P
2,Napoli,P
3,Bologna,P
4,Spezia,N
5,Venezia,P
6,Sampdoria,P
7,Juventus,V
8,Empoli,V
9,Cagliari,N
10,Salernitana,P
11,Inter,V
12,Atalanta,V
13,Fiorentina,V
14,Sassuolo,N
15,Verona,V
16,Lazio,V
17,Genoa,P
18,Udinese,P
19,Torino,N
