,Squadra,Risultato
0,Genoa,P
1,Fiorentina,V
2,Venezia,N
3,Udinese,N
4,Torino,V
5,Verona,P
6,Napoli,P
7,Sassuolo,V
8,Inter,V
9,Roma,V
10,Sampdoria,V
11,Salernitana,P
12,Juventus,N
13,Milan,N
14,Bologna,P
15,Atalanta,V
16,Empoli,V
17,Lazio,P
18,Cagliari,P
19,Spezia,P
