,Squadra,Risultato
0,Cagliari,N
1,Empoli,V
2,Sampdoria,V
3,Juventus,P
4,Venezia,P
5,Udinese,N
6,Milan,P
7,Spezia,P
8,Roma,V
9,Napoli,V
10,Salernitana,N
11,Fiorentina,P
12,Verona,P
13,Atalanta,V
14,Inter,V
15,Genoa,N
16,Sassuolo,V
17,Bologna,V
18,Torino,P
19,Lazio,P
