,Squadra,Risultato
0,Lazio,V
1,Salernitana,P
2,Atalanta,P
3,Bologna,P
4,Cagliari,P
5,Fiorentina,N
6,Spezia,N
7,Sampdoria,N
8,Torino,V
9,Milan,P
10,Genoa,P
11,Inter,V
12,Roma,V
13,Juventus,V
14,Udinese,V
15,Sassuolo,N
16,Empoli,N
17,Venezia,N
18,Verona,P
19,Napoli,V
