,Squadra,Risultato
0,Sampdoria,P
1,Salernitana,P
2,Juventus,V
3,Sassuolo,P
4,Venezia,N
5,Roma,V
6,Atalanta,N
7,Bologna,P
8,Milan,P
9,Fiorentina,V
10,Torino,V
11,Lazio,V
12,Udinese,P
13,Verona,V
14,Empoli,N
15,Cagliari,P
16,Inter,N
17,Napoli,V
18,Spezia,V
19,Genoa,P
