,Squadra,Risultato
0,Udinese,V
1,Verona,P
2,Atalanta,N
3,Lazio,V
4,Fiorentina,V
5,Juventus,P
6,Genoa,P
7,Sassuolo,N
8,Milan,V
9,Salernitana,P
10,Venezia,P
11,Inter,V
12,Bologna,N
13,Spezia,P
14,Torino,P
15,Empoli,V
16,Napoli,V
17,Sampdoria,N
18,Cagliari,P
19,Roma,V
