,Squadra,Risultato
0,Roma,N
1,Inter,P
2,Fiorentina,P
3,Atalanta,P
4,Bologna,N
5,Sampdoria,V
6,Venezia,P
7,Udinese,V
8,Juventus,V
9,Salernitana,N
10,Genoa,N
11,Milan,V
12,Lazio,V
13,Cagliari,V
14,Empoli,N
15,Sassuolo,P
16,Napoli,V
17,Torino,P
18,Verona,P
19,Spezia,N
