,Squadra,Risultato
0,Torino,P
1,Genoa,P
2,Atalanta,P
3,Fiorentina,V
4,Lazio,N
5,Spezia,P
6,Inter,V
7,Sassuolo,P
8,Salernitana,P
9,Venezia,N
10,Roma,V
11,Bologna,V
12,Empoli,V
13,Juventus,P
14,Verona,N
15,Napoli,V
16,Sampdoria,P
17,Milan,V
18,Udinese,V
19,Cagliari,N
