,Squadra,Risultato
0,Genoa,N
1,Juventus,V
2,Sassuolo,P
3,Venezia,P
4,Verona,N
5,Inter,V
6,Roma,N
7,Empoli,P
8,Napoli,P
9,Udinese,P
10,Atalanta,N
11,Cagliari,P
12,Bologna,V
13,Lazio,V
14,Fiorentina,N
15,Torino,P
16,Sampdoria,N
17,Milan,V
18,Spezia,V
19,Salernitana,V
