,Squadra,Risultato
0,Bologna,N
1,Atalanta,V
2,Fiorentina,P
3,Salernitana,N
4,Spezia,P
5,Cagliari,P
6,Milan,V
7,Sampdoria,P
8,Torino,N
9,Roma,V
10,Genoa,N
11,Sassuolo,P
12,Inter,V
13,Verona,N
14,Juventus,V
15,Empoli,V
16,Venezia,P
17,Napoli,V
18,Lazio,N
19,Udinese,P
