,Squadra,Risultato
0,Empoli,N
1,Verona,P
2,Udinese,P
3,Roma,N
4,Bologna,P
5,Napoli,V
6,Milan,V
7,Cagliari,P
8,Sampdoria,V
9,Juventus,N
10,Salernitana,N
11,Torino,V
12,Spezia,V
13,Venezia,N
14,Sassuolo,V
15,Genoa,P
16,Atalanta,P
17,Inter,V
18,Fiorentina,P
19,Lazio,N
