,Squadra,Risultato
0,Atalanta,V
1,Lazio,P
2,Fiorentina,V
3,Sassuolo,N
4,Bologna,P
5,Salernitana,P
6,Inter,V
7,Genoa,P
8,Verona,V
9,Torino,V
10,Spezia,P
11,Juventus,V
12,Milan,P
13,Cagliari,N
14,Venezia,V
15,Sampdoria,V
16,Napoli,P
17,Roma,V
18,Empoli,P
19,Udinese,P
