,Squadra,Risultato
0,Torino,V
1,Venezia,P
2,Inter,V
3,Verona,N
4,Salernitana,V
5,Bologna,N
6,Empoli,V
7,Genoa,V
8,Lazio,P
9,Sassuolo,P
10,Spezia,P
11,Atalanta,V
12,Roma,P
13,Sampdoria,N
14,Fiorentina,P
15,Udinese,N
16,Napoli,P
17,Cagliari,P
18,Milan,V
19,Juventus,V
