,Squadra,Risultato
0,Lazio,V
1,Napoli,N
2,Torino,P
3,Milan,V
4,Empoli,N
5,Genoa,N
6,Verona,V
7,Sassuolo,N
8,Atalanta,N
9,Spezia,P
10,Bologna,P
11,Inter,N
12,Venezia,V
13,Sampdoria,P
14,Cagliari,N
15,Salernitana,N
16,Udinese,P
17,Roma,N
18,Juventus,N
19,Fiorentina,V
