,Squadra,Risultato
0,Atalanta,N
1,Verona,V
2,Torino,V
3,Inter,V
4,Fiorentina,V
5,Genoa,N
6,Sassuolo,P
7,Salernitana,P
8,Roma,P
9,Bologna,V
10,Lazio,N
11,Juventus,P
12,Sampdoria,P
13,Udinese,P
14,Spezia,P
15,Venezia,N
16,Empoli,V
17,Napoli,V
18,Milan,V
19,Cagliari,P
