,Squadra,Risultato
0,Spezia,P
1,Milan,V
2,Cagliari,V
3,Sampdoria,P
4,Udinese,V
5,Fiorentina,V
6,Juventus,N
7,Lazio,N
8,Napoli,N
9,Atalanta,P
10,Inter,V
11,Genoa,P
12,Sassuolo,P
13,Salernitana,V
14,Empoli,P
15,Venezia,P
16,Bologna,N
17,Torino,N
18,Roma,N
19,Verona,V
