,Squadra,Risultato
0,Atalanta,V
1,Fiorentina,V
2,Verona,N
3,Salernitana,P
4,Bologna,V
5,Inter,V
6,Genoa,P
7,Sassuolo,N
8,Torino,N
9,Lazio,N
10,Venezia,P
11,Sampdoria,P
12,Cagliari,N
13,Juventus,V
14,Roma,P
15,Spezia,P
16,Milan,V
17,Napoli,N
18,Empoli,N
19,Udinese,N
